sheet,cell,old_formula_or_literal,new_formula_or_literal,old_cached_value,new_cached_value,change_kind
Report-1,K9,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D9&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D9&""""' LABEL SUM(Col3)'' """"))""),10178.0)",,10178,formula_or_literal+cached_value
Report-1,K10,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D10&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D10&""""' LABEL SUM(Col3)'' """"))""),17653.0)",,17653,formula_or_literal+cached_value
Report-1,K11,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D11&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D11&""""' LABEL SUM(Col3)'' """"))""),9989.0)",,9989,formula_or_literal+cached_value
Report-1,K12,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D12&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D12&""""' LABEL SUM(Col3)'' """"))""),74267.0)",,74267,formula_or_literal+cached_value
Report-1,K13,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D13&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D13&""""' LABEL SUM(Col3)'' """"))""),3789.0)",,3789,formula_or_literal+cached_value
Report-1,K14,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D14&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D14&""""' LABEL SUM(Col3)'' """"))""),7387.0)",,7387,formula_or_literal+cached_value
Report-1,K15,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D15&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D15&""""' LABEL SUM(Col3)'' """"))""),26380.0)",,26380,formula_or_literal+cached_value
Report-1,K16,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D16&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D16&""""' LABEL SUM(Col3)'' """"))""),95809.0)",,95809,formula_or_literal+cached_value
Report-1,K17,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D17&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D17&""""' LABEL SUM(Col3)'' """"))""),7829.0)",,7829,formula_or_literal+cached_value
Report-1,K18,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D18&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D18&""""' LABEL SUM(Col3)'' """"))""),17091.0)",,17091,formula_or_literal+cached_value
Report-1,K19,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D19&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D19&""""' LABEL SUM(Col3)'' """"))""),44774.0)",,44774,formula_or_literal+cached_value
Report-1,K20,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D20&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D20&""""' LABEL SUM(Col3)'' """"))""),3463.0)",,3463,formula_or_literal+cached_value
Report-1,K21,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D21&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D21&""""' LABEL SUM(Col3)'' """"))""),1190.0)",,1190,formula_or_literal+cached_value
Report-1,K22,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D22&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D22&""""' LABEL SUM(Col3)'' """"))""),8375.0)",,8375,formula_or_literal+cached_value
Report-1,K23,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D23&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D23&""""' LABEL SUM(Col3)'' """"))""),10749.0)",,10749,formula_or_literal+cached_value
Report-1,K24,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D24&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D24&""""' LABEL SUM(Col3)'' """"))""),4380.0)",,4380,formula_or_literal+cached_value
Report-1,K25,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D25&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D25&""""' LABEL SUM(Col3)'' """"))""),4747.0)",,4747,formula_or_literal+cached_value
Report-1,K26,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D26&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D26&""""' LABEL SUM(Col3)'' """"))""),1220.0)",,1220,formula_or_literal+cached_value
Report-1,K27,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D27&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D27&""""' LABEL SUM(Col3)'' """"))""),2824.0)",,2824,formula_or_literal+cached_value
Report-1,K28,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D28&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D28&""""' LABEL SUM(Col3)'' """"))""),4840.0)",,4840,formula_or_literal+cached_value
Report-1,K29,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D29&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D29&""""' LABEL SUM(Col3)'' """"))""),551.0)",,551,formula_or_literal+cached_value
Report-1,K30,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D30&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D30&""""' LABEL SUM(Col3)'' """"))""),438.0)",,438,formula_or_literal+cached_value
Report-1,K31,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D31&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D31&""""' LABEL SUM(Col3)'' """"))""),8901.0)",,8901,formula_or_literal+cached_value
Report-1,K32,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D32&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D32&""""' LABEL SUM(Col3)'' """"))""),76708.0)",,76708,formula_or_literal+cached_value
Report-1,K33,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D33&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D33&""""' LABEL SUM(Col3)'' """"))""),6068.0)",,6068,formula_or_literal+cached_value
Report-1,K34,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D34&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D34&""""' LABEL SUM(Col3)'' """"))""),1807.0)",,1807,formula_or_literal+cached_value
Report-1,K35,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D35&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D35&""""' LABEL SUM(Col3)'' """"))""),2466.0)",,2466,formula_or_literal+cached_value
Report-1,K36,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D36&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D36&""""' LABEL SUM(Col3)'' """"))""),13816.0)",,13816,formula_or_literal+cached_value
Report-1,K37,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D37&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D37&""""' LABEL SUM(Col3)'' """"))""),3273.0)",,3273,formula_or_literal+cached_value
Report-1,K38,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D38&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D38&""""' LABEL SUM(Col3)'' """"))""),14931.0)",,14931,formula_or_literal+cached_value
Report-1,K39,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D39&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D39&""""' LABEL SUM(Col3)'' """"))""),1176.0)",,1176,formula_or_literal+cached_value
Report-1,K40,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D40&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D40&""""' LABEL SUM(Col3)'' """"))""),8269.0)",,8269,formula_or_literal+cached_value
Report-1,K41,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D41&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D41&""""' LABEL SUM(Col3)'' """"))""),7268.0)",,7268,formula_or_literal+cached_value
Report-1,K42,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D42&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D42&""""' LABEL SUM(Col3)'' """"))""),264.0)",,264,formula_or_literal+cached_value
Report-1,K43,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D43&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D43&""""' LABEL SUM(Col3)'' """"))""),5088.0)",,5088,formula_or_literal+cached_value
Report-1,K44,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D44&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D44&""""' LABEL SUM(Col3)'' """"))""),2208.0)",,2208,formula_or_literal+cached_value
Report-1,K45,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D45&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D45&""""' LABEL SUM(Col3)'' """"))""),1460.0)",,1460,formula_or_literal+cached_value
Report-1,K46,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D46&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D46&""""' LABEL SUM(Col3)'' """"))""),577.0)",,577,formula_or_literal+cached_value
Report-1,K47,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D47&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D47&""""' LABEL SUM(Col3)'' """"))""),450.0)",,450,formula_or_literal+cached_value
Report-1,K48,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D48&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D48&""""' LABEL SUM(Col3)'' """"))""),1057.0)",,1057,formula_or_literal+cached_value
Report-1,K49,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D49&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D49&""""' LABEL SUM(Col3)'' """"))""),1204.0)",,1204,formula_or_literal+cached_value
Report-1,K50,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D50&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D50&""""' LABEL SUM(Col3)'' """"))""),161.0)",,161,formula_or_literal+cached_value
Report-1,K51,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D51&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D51&""""' LABEL SUM(Col3)'' """"))""),1006.0)",,1006,formula_or_literal+cached_value
Report-1,K52,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D52&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D52&""""' LABEL SUM(Col3)'' """"))""),19230.0)",,19230,formula_or_literal+cached_value
Report-1,K53,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D53&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D53&""""' LABEL SUM(Col3)'' """"))""),288.0)",,288,formula_or_literal+cached_value
Report-1,K54,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D54&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D54&""""' LABEL SUM(Col3)'' """"))""),1277.0)",,1277,formula_or_literal+cached_value
Report-1,K55,"=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D55&""""' LABEL SUM(Col3)'' """"))""),"""")","=IFERROR(__xludf.DUMMYFUNCTION(""IFNA(QUERY(IMPORTRANGE(Reports!$AA$1,""""P-DATA!$B$3:$D""""),""""SELECT SUM(Col3) WHERE Col1 CONTAINS '""""&D55&""""' LABEL SUM(Col3)'' """"))""),132.0)",,132,formula_or_literal+cached_value
